	Temperature	Light	CO2	HumidityRatio	Occupancy	day	hour	Disagio	Grande disagio	Pericolo
33	22.6666666666667	0.0	664.5	0.004671707764617511	0	4	18	0	0	1
34	22.7	0.0	670.0	0.00471104653252311	0	4	18	0	0	1
35	22.6	0.0	670.333333333333	0.00465269945869772	0	4	18	0	0	1
36	22.6	0.0	672.0	0.0046464328065348	0	4	18	0	0	1
37	22.6	0.0	658.0	0.00464073595878431	0	4	18	0	0	1
38	22.6	0.0	660.5	0.00465583283178072	0	4	18	0	0	1
39	22.6	0.0	658.0	0.00465269945869772	0	4	18	0	0	1
40	22.6	0.0	655.0	0.00465583283178072	0	4	18	0	0	1
41	22.6	0.0	654.25	0.00465583283178072	0	4	18	0	0	1
42	22.6	0.0	648.0	0.0046464328065348	0	4	18	0	0	1
43	22.5	0.0	648.666666666667	0.0046067632029783215	0	4	18	0	0	1
44	22.5	0.0	646.0	0.00462742903214501	0	4	18	0	0	1
45	22.5	0.0	646.0	0.00463677156669758	0	4	18	0	0	1
46	22.5	0.0	641.5	0.00462742903214501	0	4	18	0	0	1
47	22.39	0.0	639.0	0.00457021208799111	0	4	18	0	0	1
48	22.5	0.0	640.0	0.00463677156669758	0	4	18	0	0	1
49	22.39	0.0	630.5	0.00457864714513976	0	4	18	0	0	1
50	22.39	0.0	629.333333333333	0.0045814588813251	0	4	18	0	0	1
51	22.39	0.0	632.0	0.00460564085426059	0	4	18	0	0	1
52	22.39	0.0	636.5	0.00460564085426059	0	4	18	0	0	1
53	22.39	0.0	627.5	0.00460564085426059	0	4	18	0	0	1
54	22.39	0.0	626.0	0.0045870824294015	0	4	18	0	0	1
55	22.39	0.0	625.5	0.00460564085426059	0	4	18	0	0	1
56	22.34	0.0	623.5	0.004573050349479821	0	4	18	0	0	1
57	22.39	0.0	624.666666666667	0.0045994545904935605	0	4	18	0	0	1
58	22.39	0.0	622.0	0.0045870824294015	0	4	18	0	0	1
59	22.29	0.0	621.0	0.00455905614852278	0	4	18	0	0	1
60	22.34	0.0	626.5	0.004573050349479821	0	4	18	0	0	1
61	22.29	0.0	622.0	0.00455905614852278	0	4	18	0	0	1
62	22.39	0.0	620.0	0.0045870824294015	0	4	18	0	0	1
63	22.29	0.0	621.5	0.00455905614852278	0	4	18	0	0	1
64	22.29	0.0	616.333333333333	0.00455346720904263	0	4	18	0	0	1
65	22.29	0.0	609.0	0.00455067277669262	0	4	18	0	0	1
66	22.29	0.0	614.0	0.00455905614852278	0	4	18	0	0	1
67	22.29	0.0	613.5	0.00455067277669262	0	4	18	0	0	1
68	22.29	0.0	611.0	0.00455067277669262	0	4	18	0	0	1
69	22.29	0.0	612.0	0.00455905614852278	0	4	19	0	0	1
70	22.29	0.0	608.0	0.00454228962919881	0	4	19	0	0	1
71	22.29	0.0	605.5	0.00454228962919881	0	4	19	0	0	1
72	22.2675	0.0	608.5	0.00454021358023024	0	4	19	0	0	1
73	22.2	0.0	608.5	0.00451728819349999	0	4	19	0	0	1
74	22.245	0.0	602.5	0.0045297736958595895	0	4	19	0	0	1
75	22.2	0.0	598.0	0.00451728819349999	0	4	19	0	0	1
76	22.2	0.0	595.0	0.00451728819349999	0	4	19	0	0	1
77	22.2	0.0	591.0	0.00451728819349999	0	4	19	0	0	1
78	22.245	0.0	591.0	0.00452224999364749	0	4	19	0	0	1
79	22.2	0.0	595.0	0.0045022827427646395	0	4	19	0	0	1
80	22.2	0.0	594.333333333333	0.00451728819349999	0	4	19	0	0	1
81	22.2	0.0	593.5	0.00451728819349999	0	4	19	0	0	1
82	22.2	0.0	592.0	0.00451728819349999	0	4	19	0	0	1
83	22.15	0.0	586.5	0.0044959713579516	0	4	19	0	0	1
84	22.2	0.0	586.0	0.0045022827427646395	0	4	19	0	0	1
85	22.15	0.0	586.0	0.0044959713579516	0	4	19	0	0	1
86	22.2	0.0	584.5	0.004509785378283939	0	4	19	0	0	1
87	22.1	0.0	584.5	0.00448219467655486	0	4	19	0	0	1
88	22.1	0.0	585.5	0.0044747382697237215	0	4	19	0	0	1
89	22.1333333333333	0.0	584.666666666667	0.004483903198214579	0	4	19	0	0	1
90	22.2	0.0	577.0	0.0045022827427646395	0	4	19	0	0	1
91	22.1	0.0	580.0	0.0044747382697237215	0	4	19	0	0	1
92	22.125	0.0	582.0	0.00448161041517148	0	4	19	0	0	1
93	22.2	0.0	580.0	0.0045022827427646395	0	4	19	0	0	1
94	22.1	0.0	578.0	0.0044664535814123605	0	4	19	0	0	1
95	22.1	0.0	576.5	0.0044747382697237215	0	4	19	0	0	1
96	22.1	0.0	580.0	0.0044747382697237215	0	4	19	0	0	1
97	22.1	0.0	572.5	0.0044747382697237215	0	4	19	0	0	1
98	22.1	0.0	567.0	0.0044747382697237215	0	4	19	0	0	1
99	22.1	0.0	568.0	0.0044747382697237215	0	4	19	0	0	1
100	22.1	0.0	574.5	0.0044747382697237215	0	4	19	0	0	1
101	22.1	0.0	564.333333333333	0.0044747382697237215	0	4	19	0	0	1
102	22.1	0.0	563.0	0.0044747382697237215	0	4	19	0	0	1
103	22.1	0.0	564.5	0.0044664535814123605	0	4	19	0	0	1
104	22.0666666666667	0.0	566.333333333333	0.00446007809167045	0	4	19	0	0	1
105	22.1	0.0	562.0	0.00445816911221647	0	4	19	0	0	1
106	22.0	0.0	565.5	0.00443087555124918	0	4	19	0	0	1
107	22.0	0.0	570.0	0.00443087555124918	0	4	19	0	0	1
108	22.05	0.0	562.0	0.00445276274636235	0	4	19	0	0	1
109	22.0	0.0	560.0	0.00443087555124918	0	4	19	0	0	1
110	22.0	0.0	558.0	0.00443087555124918	0	4	19	0	0	1
111	22.0	0.0	556.0	0.00443087555124918	0	4	19	0	0	1
112	22.0	0.0	557.0	0.00443087555124918	0	4	19	0	0	1
113	21.9175	0.0	556.5	0.0044084694316274785	0	4	19	0	0	1
114	21.945	0.0	557.5	0.00441592700761485	0	4	19	0	0	1
115	21.926666666666694	0.0	555.0	0.00441095405497767	0	4	19	0	0	1
116	21.89	0.0	555.0	0.00440102296708593	0	4	19	0	0	1
117	21.89	0.0	553.0	0.00440102296708593	0	4	19	0	0	1
118	21.89	0.0	549.5	0.00440102296708593	0	4	19	0	0	1
119	21.89	0.0	548.5	0.00440102296708593	0	4	19	0	0	1
120	21.89	0.0	551.5	0.00440102296708593	0	4	19	0	0	1
121	21.89	0.0	548.5	0.00440102296708593	0	4	19	0	0	1
122	21.89	0.0	548.0	0.00440102296708593	0	4	19	0	0	1
123	21.89	0.0	547.5	0.00440102296708593	0	4	19	0	0	1
124	21.89	0.0	553.0	0.00440102296708593	0	4	19	0	0	1
125	21.84	0.0	547.5	0.0043875123613343605	0	4	19	0	0	1
126	21.856666666666694	0.0	548.666666666667	0.00439201182580606	0	4	19	0	0	1
127	21.79	0.0	540.0	0.00437403835445405	0	4	19	0	0	1
128	21.79	0.0	538.0	0.00437403835445405	0	4	19	0	0	1
129	21.79	0.0	542.0	0.00437403835445405	0	4	19	0	0	1
130	21.79	0.0	542.0	0.00437403835445405	0	4	20	0	0	1
131	21.79	0.0	538.0	0.00437403835445405	0	4	20	0	0	1
132	21.79	0.0	537.666666666667	0.00437403835445405	0	4	20	0	0	1
133	21.79	0.0	537.5	0.00437403835445405	0	4	20	0	0	1
134	21.79	0.0	536.0	0.00437403835445405	0	4	20	0	0	1
135	21.745	0.0	534.5	0.00436194296945302	0	4	20	0	0	1
136	21.7	0.0	532.5	0.00434987709774486	0	4	20	0	0	1
137	21.76	0.0	530.0	0.0043659714821212	0	4	20	0	0	1
138	21.745	0.0	529.5	0.004353838771225011	0	4	20	0	0	1
139	21.79	0.0	531.0	0.0043659115271710795	0	4	20	0	0	1
140	21.73	0.0	533.333333333333	0.00434172461000499	0	4	20	0	0	1
141	21.745	0.0	531.0	0.004345734782707	0	4	20	0	0	1
142	21.745	0.0	529.0	0.004345734782707	0	4	20	0	0	1
143	21.745	0.0	528.5	0.004345734782707	0	4	20	0	0	1
144	21.7	0.0	525.0	0.00433371405578809	0	4	20	0	0	1
145	21.7	0.0	528.5	0.00433371405578809	0	4	20	0	0	1
146	21.7	0.0	530.5	0.00433371405578809	0	4	20	0	0	1
147	21.7	0.0	528.0	0.00431593567308493	0	4	20	0	0	1
148	21.7	0.0	526.0	0.00431593567308493	0	4	20	0	0	1
149	21.7	0.0	530.0	0.00431593567308493	0	4	20	0	0	1
150	21.7	0.0	533.333333333333	0.00431593567308493	0	4	20	0	0	1
151	21.7	0.0	529.0	0.00431593567308493	0	4	20	0	0	1
152	21.7	0.0	528.0	0.00431593567308493	0	4	20	0	0	1
153	21.7	0.0	526.0	0.00431593567308493	0	4	20	0	0	1
154	21.7	0.0	526.0	0.00431593567308493	0	4	20	0	0	1
155	21.7	0.0	521.0	0.00429977438278406	0	4	20	0	0	1
156	21.7	0.0	518.0	0.00429977438278406	0	4	20	0	0	1
157	21.7	0.0	515.5	0.00429977438278406	0	4	20	0	0	1
158	21.7	0.0	520.0	0.00429977438278406	0	4	20	0	0	1
159	21.7	0.0	523.5	0.00429613820740729	0	4	20	0	0	1
160	21.7	0.0	525.5	0.00429977438278406	0	4	20	0	0	1
161	21.7	0.0	525.5	0.00429977438278406	0	4	20	0	0	1
162	21.7	0.0	514.0	0.00429977438278406	0	4	20	0	0	1
163	21.7	0.0	518.0	0.00428522993460374	0	4	20	0	0	1
164	21.7	0.0	518.0	0.00428522993460374	0	4	20	0	0	1
165	21.7	0.0	520.0	0.00428522993460374	0	4	20	0	0	1
166	21.6	0.0	521.0	0.00425892186208795	0	4	20	0	0	1
167	21.6	0.0	518.0	0.0042428620368527795	0	4	20	0	0	1
168	21.6	0.0	517.0	0.00425089184650924	0	4	20	0	0	1
169	21.6	0.0	511.5	0.0042428620368527795	0	4	20	0	0	1
170	21.65	0.0	514.0	0.0042640030849451106	0	4	20	0	0	1
171	21.6	0.0	515.5	0.00423483243311065	0	4	20	0	0	1
172	21.6	0.0	517.0	0.00422680303527493	0	4	20	0	0	1
173	21.6	0.0	515.0	0.00422680303527493	0	4	20	0	0	1
174	21.6	0.0	512.0	0.00422680303527493	0	4	20	0	0	1
175	21.6	0.0	515.0	0.00422680303527493	0	4	20	0	0	1
176	21.65	0.0	511.0	0.00424789380271014	0	4	20	0	0	1
177	21.6	0.0	514.0	0.00422680303527493	0	4	20	0	0	1
178	21.6	0.0	508.0	0.00421797093546809	0	4	20	0	0	1
179	21.6	0.0	509.75	0.00422238695423002	0	4	20	0	0	1
180	21.6	0.0	508.75	0.00421797093546809	0	4	20	0	0	1
181	21.6	0.0	508.5	0.00421797093546809	0	4	20	0	0	1
182	21.6	0.0	507.0	0.00420913908478788	0	4	20	0	0	1
183	21.6	0.0	507.0	0.00420913908478788	0	4	20	0	0	1
184	21.6	0.0	503.5	0.00420913908478788	0	4	20	0	0	1
185	21.6	0.0	504.0	0.00420913908478788	0	4	20	0	0	1
186	21.6	0.0	504.0	0.00420913908478788	0	4	20	0	0	1
187	21.575	0.0	500.5	0.0041906371261489	0	4	20	0	0	1
188	21.6	0.0	500.0	0.00419308181268417	0	4	20	0	0	1
189	21.6	0.0	503.5	0.00419308181268417	0	4	21	0	0	1
190	21.55	0.0	503.0	0.00417298202219627	0	4	21	0	0	1
191	21.55	0.0	502.5	0.00417298202219627	0	4	21	0	0	1
192	21.5	0.0	502.0	0.00415296201038409	0	4	21	0	0	1
193	21.5666666666667	0.0	502.0	0.00417005914917235	0	4	21	0	0	1
194	21.5	0.0	502.5	0.00415296201038409	0	4	21	0	0	1
195	21.5	0.0	497.0	0.00415296201038409	0	4	21	0	0	1
196	21.5	0.0	501.5	0.00414498369514183	0	4	21	0	0	1
197	21.5	0.0	504.0	0.00414498369514183	0	4	21	0	0	1
198	21.5	0.0	501.0	0.00413700558321316	0	4	21	0	0	1
199	21.5	0.0	493.75	0.00413700558321316	0	4	21	0	0	1
200	21.5	0.0	500.0	0.00413700558321316	0	4	21	0	0	1
201	21.5	0.0	504.5	0.00413700558321316	0	4	21	0	0	1
202	21.5	0.0	504.0	0.00412902767459031	0	4	21	0	1	0
203	21.5	0.0	501.0	0.00413700558321316	0	4	21	0	0	1
204	21.5	0.0	499.0	0.00412104996926551	0	4	21	0	1	0
205	21.5	0.0	502.0	0.00412104996926551	0	4	21	0	1	0
206	21.5	0.0	503.5	0.00412104996926551	0	4	21	0	1	0
207	21.5	0.0	500.666666666667	0.00412104996926551	0	4	21	0	1	0
208	21.5	0.0	493.0	0.00412104996926551	0	4	21	0	1	0
209	21.5	0.0	492.5	0.00412104996926551	0	4	21	0	1	0
210	21.5	0.0	493.0	0.00412104996926551	0	4	21	0	1	0
211	21.5	0.0	495.5	0.00410349973312177	0	4	21	0	1	0
212	21.5	0.0	492.666666666667	0.00412104996926551	0	4	21	0	1	0
213	21.5	0.0	490.0	0.00412104996926551	0	4	21	0	1	0
214	21.5	0.0	493.0	0.00410934970251646	0	4	21	0	1	0
215	21.5	0.0	494.666666666667	0.00410349973312177	0	4	21	0	1	0
216	21.5	0.0	496.0	0.00410349973312177	0	4	21	0	1	0
217	21.5	0.0	491.0	0.00410349973312177	0	4	21	0	1	0
218	21.5	0.0	490.5	0.0040955226782985	0	4	21	0	1	0
219	21.5	0.0	490.0	0.0040955226782985	0	4	21	0	1	0
220	21.5	0.0	491.0	0.00410349973312177	0	4	21	0	1	0
221	21.5	0.0	491.666666666667	0.00410349973312177	0	4	21	0	1	0
222	21.5	0.0	493.5	0.00410349973312177	0	4	21	0	1	0
223	21.4725	0.0	493.75	0.0040925677695015285	0	4	21	0	1	0
224	21.5	0.0	490.0	0.0040955226782985	0	4	21	0	1	0
225	21.5	0.0	488.0	0.00408754582674064	0	4	21	0	1	0
226	21.5	0.0	490.0	0.00408754582674064	0	4	21	0	1	0
227	21.5	0.0	487.0	0.00408754582674064	0	4	21	0	1	0
228	21.445	0.0	492.5	0.0040665556071492895	0	4	21	0	1	0
229	21.445	0.0	493.5	0.0040665556071492895	0	4	21	0	1	0
230	21.463333333333303	0.0	493.333333333333	0.00407354230391887	0	4	21	0	1	0
231	21.445	0.0	488.0	0.0040665556071492895	0	4	21	0	1	0
232	21.5	0.0	487.5	0.00408754582674064	0	4	21	0	1	0
233	21.426666666666698	0.0	485.333333333333	0.00405957893706384	0	4	21	0	1	0
234	21.39	0.0	484.0	0.00404565562779471	0	4	21	0	1	0
235	21.39	0.0	489.0	0.00404565562779471	0	4	21	0	1	0
236	21.445	0.0	488.0	0.0040665556071492895	0	4	21	0	1	0
237	21.5	0.0	493.0	0.00408754582674064	0	4	21	0	1	0
238	21.39	0.0	491.0	0.00404565562779471	0	4	21	0	1	0
239	21.445	0.0	488.0	0.0040665556071492895	0	4	21	0	1	0
240	21.445	0.0	487.25	0.0040665556071492895	0	4	21	0	1	0
241	21.39	0.0	489.0	0.00404565562779471	0	4	21	0	1	0
242	21.5	0.0	489.0	0.00408754582674064	0	4	21	0	1	0
243	21.39	0.0	486.0	0.00404565562779471	0	4	21	0	1	0
244	21.426666666666698	0.0	484.666666666667	0.00405957893706384	0	4	21	0	1	0
245	21.39	0.0	485.0	0.00404565562779471	0	4	21	0	1	0
246	21.39	0.0	487.0	0.00404565562779471	0	4	21	0	1	0
247	21.39	0.0	492.0	0.00404565562779471	0	4	21	0	1	0
248	21.39	0.0	490.666666666667	0.00404565562779471	0	4	21	0	1	0
249	21.39	0.0	488.0	0.00404565562779471	0	4	22	0	1	0
250	21.39	0.0	485.5	0.00404565562779471	0	4	22	0	1	0
251	21.39	0.0	486.0	0.00404565562779471	0	4	22	0	1	0
252	21.39	0.0	485.5	0.00404565562779471	0	4	22	0	1	0
253	21.39	0.0	486.0	0.00404565562779471	0	4	22	0	1	0
254	21.39	0.0	480.0	0.00404565562779471	0	4	22	0	1	0
255	21.39	0.0	481.0	0.00404565562779471	0	4	22	0	1	0
256	21.39	0.0	481.666666666667	0.00404565562779471	0	4	22	0	1	0
257	21.39	0.0	485.5	0.00404565562779471	0	4	22	0	1	0
258	21.39	0.0	485.0	0.00404565562779471	0	4	22	0	1	0
259	21.39	0.0	473.0	0.00404565562779471	0	4	22	0	1	0
260	21.39	0.0	475.0	0.00404565562779471	0	4	22	0	1	0
261	21.39	0.0	486.0	0.00404565562779471	0	4	22	0	1	0
262	21.39	0.0	481.5	0.00404565562779471	0	4	22	0	1	0
263	21.39	0.0	483.0	0.00404565562779471	0	4	22	0	1	0
264	21.39	0.0	479.0	0.00404565562779471	0	4	22	0	1	0
265	21.39	0.0	479.0	0.00404565562779471	0	4	22	0	1	0
266	21.39	0.0	479.0	0.00404565562779471	0	4	22	0	1	0
267	21.34	0.0	479.0	0.0040331952510965	0	4	22	0	1	0
268	21.39	0.0	479.0	0.00404565562779471	0	4	22	0	1	0
269	21.39	0.0	477.0	0.00404565562779471	0	4	22	0	1	0
270	21.39	0.0	477.5	0.00404565562779471	0	4	22	0	1	0
271	21.29	0.0	477.5	0.00402076872591321	0	4	22	0	1	0
272	21.34	0.0	480.0	0.0040331952510965	0	4	22	0	1	0
273	21.29	0.0	480.0	0.00402076872591321	0	4	22	0	1	0
274	21.34	0.0	482.0	0.0040331952510965	0	4	22	0	1	0
275	21.323333333333302	0.0	480.333333333333	0.004029049318680021	0	4	22	0	1	0
276	21.34	0.0	477.5	0.0040331952510965	0	4	22	0	1	0
277	21.29	0.0	476.0	0.00402076872591321	0	4	22	0	1	0
278	21.39	0.0	479.0	0.00404565562779471	0	4	22	0	1	0
279	21.39	0.0	471.0	0.00404565562779471	0	4	22	0	1	0
280	21.29	0.0	474.0	0.00402076872591321	0	4	22	0	1	0
281	21.29	0.0	477.5	0.00402076872591321	0	4	22	0	1	0
282	21.34	0.0	476.0	0.0040331952510965	0	4	22	0	1	0
283	21.29	0.0	474.25	0.00402076872591321	0	4	22	0	1	0
284	21.39	0.0	475.0	0.00404565562779471	0	4	22	0	1	0
285	21.29	0.0	476.5	0.00402076872591321	0	4	22	0	1	0
286	21.34	0.0	474.5	0.0040331952510965	0	4	22	0	1	0
287	21.29	0.0	478.0	0.00402076872591321	0	4	22	0	1	0
288	21.29	0.0	475.333333333333	0.00402076872591321	0	4	22	0	1	0
289	21.29	0.0	477.0	0.00402076872591321	0	4	22	0	1	0
290	21.29	0.0	475.5	0.00402076872591321	0	4	22	0	1	0
291	21.29	0.0	477.5	0.00402076872591321	0	4	22	0	1	0
292	21.29	0.0	477.5	0.00402076872591321	0	4	22	0	1	0
293	21.29	0.0	478.0	0.00402076872591321	0	4	22	0	1	0
294	21.29	0.0	473.5	0.00402076872591321	0	4	22	0	1	0
295	21.29	0.0	472.5	0.00402076872591321	0	4	22	0	1	0
296	21.29	0.0	472.0	0.00402076872591321	0	4	22	0	1	0
297	21.29	0.0	469.5	0.00402076872591321	0	4	22	0	1	0
298	21.29	0.0	466.666666666667	0.00402076872591321	0	4	22	0	1	0
299	21.29	0.0	467.0	0.00402076872591321	0	4	22	0	1	0
300	21.29	0.0	469.5	0.00402076872591321	0	4	22	0	1	0
301	21.2	0.0	469.0	0.00398282809773472	0	4	22	0	1	0
302	21.29	0.0	471.0	0.00402076872591321	0	4	22	0	1	0
303	21.29	0.0	469.0	0.00402076872591321	0	4	22	0	1	0
304	21.26	0.0	467.333333333333	0.004008090128419461	0	4	22	0	1	0
305	21.245	0.0	471.5	0.00400176273769059	0	4	22	0	1	0
306	21.23	0.0	471.666666666667	0.00399544327454182	0	4	22	0	1	0
307	21.29	0.0	475.0	0.00402076872591321	0	4	22	0	1	0
308	21.2	0.0	471.0	0.00398282809773472	0	4	22	0	1	0
309	21.2	0.0	471.0	0.00398282809773472	0	4	22	0	1	0
310	21.245	0.0	471.0	0.00400176273769059	0	4	23	0	1	0
311	21.245	0.0	474.5	0.00400176273769059	0	4	23	0	1	0
312	21.2	0.0	475.5	0.00398282809773472	0	4	23	0	1	0
313	21.2	0.0	474.0	0.00398282809773472	0	4	23	0	1	0
314	21.2	0.0	469.0	0.00398282809773472	0	4	23	0	1	0
315	21.2	0.0	474.0	0.00398282809773472	0	4	23	0	1	0
316	21.2	0.0	474.0	0.00398282809773472	0	4	23	0	1	0
317	21.2	0.0	468.5	0.00398282809773472	0	4	23	0	1	0
318	21.2	0.0	469.5	0.00398282809773472	0	4	23	0	1	0
319	21.2	0.0	472.5	0.00398282809773472	0	4	23	0	1	0
320	21.2	0.0	467.5	0.00398282809773472	0	4	23	0	1	0
321	21.2	0.0	469.0	0.00398282809773472	0	4	23	0	1	0
322	21.2	0.0	466.5	0.00397499942379926	0	4	23	0	1	0
323	21.2	0.0	469.5	0.00396717094567545	0	4	23	0	1	0
324	21.2	0.0	469.0	0.00396717094567545	0	4	23	0	1	0
325	21.2	0.0	467.0	0.00396717094567545	0	4	23	0	1	0
326	21.2	0.0	467.333333333333	0.00396717094567545	0	4	23	0	1	0
327	21.2	0.0	467.0	0.00396717094567545	0	4	23	0	1	0
328	21.2	0.0	464.5	0.00396717094567545	0	4	23	0	1	0
329	21.2	0.0	466.0	0.0039585598458929715	0	4	23	0	1	0
330	21.2	0.0	473.0	0.00396717094567545	0	4	23	0	1	0
331	21.2	0.0	475.0	0.00394994898302393	0	4	23	0	1	0
332	21.2	0.0	471.0	0.00394994898302393	0	4	23	0	1	0
333	21.2	0.0	470.0	0.00394994898302393	0	4	23	0	1	0
334	21.2	0.0	466.25	0.00394994898302393	0	4	23	0	1	0
335	21.2	0.0	467.0	0.00394994898302393	0	4	23	0	1	0
336	21.2	0.0	473.0	0.00394994898302393	0	4	23	0	1	0
337	21.2	0.0	468.0	0.00394994898302393	0	4	23	0	1	0
338	21.2	0.0	463.0	0.00394994898302393	0	4	23	0	1	0
339	21.2	0.0	466.0	0.00394994898302393	0	4	23	0	1	0
340	21.2	0.0	467.0	0.00394994898302393	0	4	23	0	1	0
341	21.2	0.0	468.0	0.00393429347565304	0	4	23	0	1	0
342	21.2	0.0	468.0	0.00394994898302393	0	4	23	0	1	0
343	21.2	0.0	468.0	0.00393429347565304	0	4	23	0	1	0
344	21.2	0.0	465.5	0.00394212113144808	0	4	23	0	1	0
345	21.2	0.0	464.0	0.00394994898302393	0	4	23	0	1	0
346	21.2	0.0	464.5	0.00394212113144808	0	4	23	0	1	0
347	21.2	0.0	465.666666666667	0.00393429347565304	0	4	23	0	1	0
348	21.2	0.0	465.75	0.00394603503276295	0	4	23	0	1	0
349	21.2	0.0	464.0	0.00394994898302393	0	4	23	0	1	0
350	21.2	0.0	467.0	0.00394994898302393	0	4	23	0	1	0
351	21.15	0.0	466.5	0.0039377674602206	0	4	23	0	1	0
352	21.2	0.0	465.0	0.00394994898302393	0	4	23	0	1	0
353	21.2	0.0	462.0	0.00394994898302393	0	4	23	0	1	0
354	21.2	0.0	459.666666666667	0.00394994898302393	0	4	23	0	1	0
355	21.2	0.0	458.0	0.00393429347565304	0	4	23	0	1	0
356	21.2	0.0	462.5	0.00394212113144808	0	4	23	0	1	0
357	21.2	0.0	467.0	0.00393429347565304	0	4	23	0	1	0
358	21.2	0.0	466.5	0.00393429347565304	0	4	23	0	1	0
359	21.2	0.0	463.0	0.00393429347565304	0	4	23	0	1	0
360	21.2	0.0	465.0	0.00393429347565304	0	4	23	0	1	0
361	21.2	0.0	463.25	0.00393429347565304	0	4	23	0	1	0
362	21.2	0.0	460.0	0.00393429347565304	0	4	23	0	1	0
363	21.2	0.0	457.0	0.00393429347565304	0	4	23	0	1	0
364	21.2	0.0	456.0	0.00393429347565304	0	4	23	0	1	0
365	21.245	0.0	454.0	0.00393817695145039	0	4	23	0	1	0
366	21.23	0.0	454.0	0.00393217865599575	0	4	23	0	1	0
367	21.29	0.0	458.0	0.003956216176530939	0	4	23	0	1	0
368	21.2	0.0	456.0	0.00392020418856616	0	4	23	0	1	0
369	21.245	0.0	456.5	0.00393817695145039	0	5	0	0	1	0
370	21.245	0.0	458.5	0.00393817695145039	0	5	0	0	1	0
371	21.26	0.0	459.666666666667	0.0039441826315888785	0	5	0	0	1	0
372	21.245	0.0	464.0	0.00393817695145039	0	5	0	0	1	0
373	21.245	0.0	465.0	0.0039311126614506794	0	5	0	0	1	0
374	21.29	0.0	461.0	0.00394204788657305	0	5	0	0	1	0
375	21.245	0.0	458.5	0.0039311126614506794	0	5	0	0	1	0
376	21.29	0.0	459.0	0.00394204788657305	0	5	0	0	1	0
377	21.29	0.0	451.0	0.00394204788657305	0	5	0	0	1	0
378	21.29	0.0	456.0	0.00394204788657305	0	5	0	0	1	0
379	21.29	0.0	463.0	0.00394204788657305	0	5	0	0	1	0
380	21.29	0.0	461.666666666667	0.00394204788657305	0	5	0	0	1	0
381	21.29	0.0	458.0	0.00394204788657305	0	5	0	0	1	0
382	21.29	0.0	450.0	0.00394204788657305	0	5	0	0	1	0
383	21.29	0.0	457.0	0.00394204788657305	0	5	0	0	1	0
384	21.29	0.0	456.0	0.00394204788657305	0	5	0	0	1	0
385	21.29	0.0	456.0	0.00394204788657305	0	5	0	0	1	0
386	21.29	0.0	461.0	0.00394204788657305	0	5	0	0	1	0
387	21.29	0.0	463.0	0.00394204788657305	0	5	0	0	1	0
388	21.29	0.0	460.0	0.00394204788657305	0	5	0	0	1	0
389	21.29	0.0	456.0	0.00394204788657305	0	5	0	0	1	0
390	21.29	0.0	454.5	0.00394204788657305	0	5	0	0	1	0
